id,question,gold_program,gold_answer,program_step1,program_step2
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA3,Tốc độ tăng trưởng doanh thu từ năm 2017 đến năm 2018 là bao nhiêu phần trăm?,"subtract(32662, 29710), divide(#0, 29710)",0.09936,"subtract(32662, 29710), divide(#0, 29710)
```

Kết quả:
```plaintext","subtract(32662, 29710), divide(#0, 29710)"
SLG/2011/page_91.pdf-2,Tỷ lệ phần trăm thay đổi trong chi phí trả lương liên quan đến kế hoạch vượt hiệu suất năm 2005 trong khoảng thời gian từ 2009 đến 2010 là bao nhiêu?,"subtract(1.6, 2.3), divide(#0, 2.3)",-0.30435,"subtract(2300000, 1600000), divide(#0, 1600000)
```

Kết quả:
```plaintext","subtract(2300000, 1600000), divide(#0, 1600000)"
GIS/2018/page_110.pdf-2,phần nào trong tổng các cam kết thuê không thể hủy bỏ trong tương lai đến hạn trong năm tài chính 2019?,"divide(137.4, 559.3)",0.24566,"divide(137.4, 559.3)
```

Kết quả sẽ là tỷ lệ của các cam kết thuê không thể hủy bỏ trong năm tài chính 2019 so với tổng các cam kết thuê không thể hủy bỏ trong tương lai.

```plaintext","divide(137.4, 559.3)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB6,Tổng giá trị tiền mặt và các dự án là bao nhiêu triệu đồng?,"add(278418, 3286158)",3564576.0,"add(278418, 3286158)","add(278418, 3286158)"
ETR/2016/page_23.pdf-1,Tỷ lệ tăng trưởng doanh thu ròng năm 2015 của công ty Entergy là bao nhiêu?,"subtract(5829, 5735), divide(#0, 5735)",0.01639,"subtract(5829, 5735), divide(#0, 5735)
```

Kết quả sẽ là:

```plaintext","subtract(5829, 5735), divide(#0, 5735)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA6,Tăng trưởng lợi nhuận của ngành Tài chính cao hơn bao nhiêu phần trăm so với mức tăng trưởng lợi nhuận trung bình của tất cả các ngành ?,"divide(48.78, 100), subtract(#0, 23.1%)",0.2568,"subtract(48.78, 23.13)","subtract(48.78, 23.13)"
masvn/2021/2021185-CRE_Q3Update_Buy_MAS_20211216_VN-N/page_7_QA6,Kết quả kèm tỷ trọng của phương pháp FCFE là bao nhiêu?,"multiply(56064, 0.5)",28032.0,"multiply(56.064, 0.50)","multiply(56.064, 0.50)"
masvn/2020/2020169-VHMQ32020/page_1_QA6,"Dựa trên dự báo cả năm 2020 và lợi nhuận ròng 9 tháng đầu năm 2020 , lợi nhuận ròng của quý 4 năm 2020 là bao nhiêu?","subtract(28207, 16337)",11870.0,"```plaintext
subtract(28207, 16337)","subtract(28207, 16337)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB4,Tính mức tăng của lãi thuần từ hoạt động dịch vụ quý 3 năm 2020 so với quý 3 năm 2019.,"subtract(1368, 1050)",318.0,"subtract(1368, 1050), divide(#0, 1050), multiply(#0, 100)","subtract(1368, 1050), divide(#0, 1050)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB7,Tính mức tăng trưởng dự kiến của thu nhập ngoài lãi từ năm 2018 đến 2019.,"subtract(6750, 4953), divide(#0, 4953)",0.36281,"subtract(6750, 4953), divide(#0, 4953)","subtract(6750, 4953), divide(#0, 4953)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA4,Giá mục tiêu cho cổ phiếu AGG được đề cập trong văn bản  khác biệt như thế nào so với giá trị cổ phiếu được tính trong bảng ?,"subtract(33250, 33255)",-5.0,"subtract(33255, 33250)","subtract(33255, 33250)"
MKTX/2004/page_99.pdf-4,"Trong năm 2001, công ty đã trao tổng cộng bao nhiêu cổ phiếu cho nhân viên?","add(64001, 289581)",353582.0,"add(64001, 289581)","add(64001, 289581)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA2,Dự án West Gate Park chiếm bao nhiêu phần trăm trong tổng giá trị các dự án?,"divide(362344, 3286158)",0.11026,"divide(362344, 3286158)","divide(362344, 3286158)"
masvn/2020/2020169-VHMQ32020/page_1_QB8,Tính tổng doanh thu dự kiến của VHM trong năm 2020 và 2021 cộng lại.,"add(67373, 80848)",148221.0,"add(67373, 80848)","add(67373, 80848)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA8,Lợi nhuận trước dự phòng cao nhất trong tất cả các quý được liệt kê là bao nhiêu?,"table_max(Lợi nhuận trước dự phòng, none)",8425.0,"table_max(Lợi nhuận trước dự phòng, none)","table_max(Lợi nhuận trước dự phòng, none)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA5,Mức tăng điểm phần trăm của biên lợi nhuận gộp trong 9 tháng đầu năm 2020 so với cùng kỳ năm 2019 là bao nhiêu?,"subtract(48.8%, 44%)",0.048,"subtract(48.8, 44), divide(#0, 44), multiply(#0, 100)
```

The answer is:

```plaintext","subtract(48.8, 44), divide(#0, 44), multiply(#0, 100)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QB3,Biên lãi gộp trung bình trong giai đoạn 2015 đến 2019F là bao nhiêu phần trăm?,"table_average(Biên lãi gộp (%), none)",13.06,"table_average(Biên lãi gộp (%), none)","table_average(Biên lãi gộp (%), none)"
RSG/2010/page_98.pdf-2,"Tính đến ngày 31 tháng 12 năm 2010, tỷ lệ tiền mặt bị hạn chế và chứng khoán thị trường bị hạn chế so với dự phòng các khoản phải thu khó đòi là bao nhiêu?","divide(172.8, 50.9)",3.39489,"divide(172.8, 50.9)","divide(172.8, 50.9)"
BLK/2014/page_120.pdf-1,Bao nhiêu phần trăm các cam kết đáo hạn sau năm 2019?,"divide(613, 1178)",0.52037,"divide(613, 1178)","divide(613, 1178)"
JPM/2008/page_117.pdf-2,Tác động tổng cộng lên DVA của việc tăng 1 điểm cơ bản trong chênh lệch tín dụng của JPMorgan Chase trong năm 2008 và 2007 là bao nhiêu?,"add(32, 38), multiply(#0, 1000000)",70000000.0,"add(32, 38)","add(32, 38)"
PKG/2005/page_74.pdf-4,"tổng các cam kết mua hàng trong hai năm tới là bao nhiêu (tính theo nghìn)?


","add(2408, 1364)",3772.0,"add(2408, 1364)","add(2408, 1364)"
HOLX/2007/page_93.pdf-1,Tổng giá trị chứng khoán đã phát hành được phê duyệt bởi các cổ đông là bao nhiêu (tính bằng triệu)?,"multiply(2590898, 22.08), divide(#0, 1000000)",57.20703,"multiply(2590898, 22.08)","multiply(2590898, 22.08), divide(#0, 1000000)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA6,tính sự thay đổi tuyệt đối của lợi nhuận gộp từ quý 1 năm 2018 đến quý 1 năm 2019.,"subtract(4434, 3975)",459.0,"```plaintext
subtract(4434, 3975)","subtract(4434, 3975)"
DXC/2018/page_56.pdf-3,Chi phí dịch vụ chiếm bao nhiêu phần trăm (%) trong tổng chi phí năm 2018?,"divide(17944, 22885)",0.78409,"divide(17944, 22885)","divide(17944, 22885)"
DISCA/2011/page_49.pdf-3,Cổ phiếu dòng K đã vượt trội hơn chỉ số S&P 500 bao nhiêu phần trăm trong 5 năm?,"subtract(235.63, 104.23), divide(#0, 104.23)",1.26067,"divide(235.63, 83.69), subtract(#0, 1), 
divide(104.23, 74.86), subtract(#0, 1), 
subtract(#1, #2), divide(#0, #2), multiply(#0, 100)","divide(235.63, 83.69), subtract(#0, 1), 
divide(104.23, 74.86), subtract(#0, 1), 
subtract(#1, #2), divide(#0, #2), multiply(#0, 100)"
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA1,Lợi nhuận ròng năm tài chính 2021 (FY21F) được dự báo sẽ tăng bao nhiêu phần trăm so với năm tài chính 2020 (FY20F)?,"subtract(2371, 1945), divide(#0, 1945)",0.21902,"subtract(2371, 1945), divide(#0, 1945)","subtract(2371, 1945), divide(#0, 1945)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA3,Tỷ lệ thay đổi phần trăm của Lợi nhuận trên mỗi cổ phiếu (EPS) từ năm tài chính 2021 đến năm tài chính 2022 là bao nhiêu?,"subtract(5738, 5687), divide(#0, 5687)",0.00897,"subtract(5738, 5687), divide(#0, 5687), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(5738, 5687), divide(#0, 5687)"
masvn/2021/2021132-VNREE_Updatereport_Hold_MAS_10042021/page_10_QB5,Tính phần trăm chênh lệch giữa giá khuyến nghị và giá trị hợp lý theo phương pháp DCF (FCFF).,"subtract(72474, 74300), divide(#0, 74300)",-0.02458,"subtract(74300, 72474), divide(#0, 74300)","subtract(74300, 72474), divide(#0, 74300)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA1,doanh thu cao nhất (tỷ VNĐ) được ghi nhận trong giai đoạn từ 12/15 đến 12/19F là bao nhiêu?,"table_max(Doanh thu (VNDbn), none)",1781.0,"table_max(Doanh thu (VNDbn), none)","table_max(Doanh thu (VNDbn), none)"
CME/2010/page_123.pdf-2,"Giả sử tất cả các quyền chọn trong các kế hoạch bồi thường được cổ đông phê duyệt đều được thực hiện, thì số tiền thu được được coi là bao nhiêu đối với công ty?","multiply(1211143, 308.10)",373153158.3,"multiply(1211143, 308.10)","multiply(1211143, 308.10)"
masvn/2020/2020169-VHMQ32020/page_1_QB5,ROE (%) giảm bao nhiêu phần trăm từ năm 2017 đến 2021?,"subtract(28.8, 31.0), divide(#0, 31.0)",-0.07097,"subtract(31.0, 28.8), divide(#0, 31.0), multiply(#0, 100)","subtract(31.0, 28.8), divide(#0, 31.0), multiply(#0, 100)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB3,Tỷ lệ LNHĐKD (%) của HPG trong năm 2020 dự kiến giảm so với năm 2019 là bao nhiêu phần trăm ?,"subtract(14.1, 15.3), divide(#0, 15.3)",-0.07843,"subtract(15.3, 14.1), divide(#0, 15.3)","subtract(15.3, 14.1), divide(#0, 15.3)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA5,"Dựa trên doanh thu dự báo và biên lợi nhuận gộp chung cho năm 2020, lợi nhuận gộp ước tính là bao nhiêu tỷ đồng?","multiply(5977, 0.236)",1410.572,"```plaintext
multiply(5977, 0.236)","multiply(5977, 0.236)"
L/2009/page_84.pdf-3,tốc độ tăng trưởng của chỉ số s&p 500 từ ngày 31 tháng 12 năm 2004 đến năm 2007 là bao nhiêu?,"divide(128.16, 100)",1.2816,"subtract(128.16, 100.00), divide(#0, 100.00)","subtract(128.16, 100), divide(#0, 100)"
PNC/2012/page_100.pdf-1,"đối với các yêu cầu bồi thường và mua lại chưa được giải quyết liên quan đến vốn chủ sở hữu nhà ở tính bằng triệu đô la, sự thay đổi giữa ngày 31 tháng 12 năm 2012 và ngày 31 tháng 12 năm 2011 là gì?","subtract(74, 110)",-36.0,"subtract(110, 74)","subtract(110, 74),"
FIS/2016/page_31.pdf-2,"Sự khác biệt về tỷ lệ phần trăm lợi tức cổ đông tích lũy 5 năm trên cổ phiếu phổ thông của Fidelity National Information Services, Inc. so với chỉ số S&P 500 trong kỳ kết thúc ngày 16/12 là bao nhiêu?","subtract(198.18, 100), divide(#0, 100), subtract(311.81, 100), divide(#2, 100), subtract(#3, #1)",1.1363,"subtract(divide(311.81, 100.00), divide(198.18, 100.00))","subtract(divide(311.81, 100), divide(198.18, 100))"
GS/2012/page_121.pdf-2,Tỷ lệ thay đổi phần trăm trong tổng các khoản nợ tài chính theo giá trị hợp lý trong năm 2012 là bao nhiêu?,"subtract(377677, 388669), divide(#0, 388669)",-0.02828,"subtract(377677, 388669), divide(#0, 388669)
```

Kết quả sẽ là:

```plaintext",...
RSG/2018/page_135.pdf-1,"Dựa trên mục tiêu ngày 31 tháng 12 năm 2018, tỷ lệ nợ trên vốn chủ sở hữu là bao nhiêu?","divide(82, 18)",4.55556,"divide(82, 18)","divide(82, 18)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA5,Quỹ đất tiềm năng của BCM trong năm 2021 lớn hơn bao nhiêu ha so với quỹ đất công nghiệp sẵn sàng cho thuê hiện tại?,"subtract(1575, 710)",865.0,"subtract(1575, 710)","subtract(1575, 710)"
JPM/2008/page_87.pdf-1,"Tính đến ngày 31 tháng 12 năm 2008, tỷ lệ phần trăm công suất mua lại được ủy quyền còn lại trong chương trình mua lại cổ phiếu hiện tại là bao nhiêu?","divide(6.2, 10)",0.62,"divide(6.2, 10.0), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","multiply(6.2, 100), divide(#0, 10.0)
```

Kết quả sẽ là:

```plaintext"
masvn/2020/2020169-VHMQ32020/page_1_QB6,P/E mục tiêu năm 2020 sang 2021  giảm bao nhiêu lần?,"divide(13.3, 11.5)",1.15652,"```plaintext
divide(13.3, 11.5)","divide(13.3, 11.5)"
SLB/2015/page_59.pdf-1,Phần trăm cổ phiếu theo chương trình mua lại cổ phiếu mới này tính đến ngày 31 tháng 12 năm 2015 là bao nhiêu?,"divide(8.6, 10)",0.86,"divide(8600, 10000)","divide(8.6, 10)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB6,P/E forward năm 2021 so với năm 2020 giảm bao nhiêu?,"subtract(6.1, 4.5)",1.6,"subtract(6.1, 4.5), divide(#0, 6.1)
```

Kết quả:
```plaintext","subtract(6.1, 4.5), divide(#0, 6.1)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA4,hãy tính toán tốc độ tăng trưởng của lợi nhuận sau thuế trong quý 3 năm 2020 so với cùng kỳ năm trước.,"subtract(2108, 1814), divide(#0, 1814)",0.16207,"subtract(2108, 1814), divide(#0, 1814)","subtract(2108, 1814), divide(#0, 1814)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA6,Mức thay đổi của Lợi nhuận từ hoạt động kinh doanh (LNHĐKD) từ năm 2018 đến năm 2019 là bao nhiêu?,"subtract(412, 361)",51.0,"subtract(412, 361), divide(#0, 361)
```

Kết quả:
```plaintext","subtract(412, 361), divide(#0, 361)"
ETFC/2012/page_43.pdf-3,Tổn thất giảm giá ròng giảm từ năm 2011 đến 2012 là bao nhiêu phần trăm?,"subtract(-16.9, -14.9), divide(2, 14.9)",0.13423,"subtract(14.9, 16.9), divide(#0, 14.9)
```

Kết quả sẽ là một giá trị âm vì tổn thất năm 2012 lớn hơn tổn thất năm 2011, cho thấy một sự tăng thay vì giảm. Tuy nhiên, vì câu hỏi yêu cầu tính tỉ lệ giảm, ta sẽ tính giá trị tuyệt đối của kết quả:

```plaintext","subtract(14.9, 16.9), divide(#0, 14.9)"
CMCSA/2008/page_36.pdf-1,Hạ tầng có thể mở rộng chiếm bao nhiêu phần trăm trong chi phí vốn phát sinh của phân khúc cáp trong năm 2007?,"divide(1014, 5993)",0.1692,"divide(1014, 5993)","divide(1014, 5993)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB8,Tính mức tăng của giá trị sổ sách trên cổ phần từ năm 2019 đến dự báo năm 2022 (đồng).,"subtract(34619, 21785)",12834.0,"subtract(34619, 25829), divide(#0, 25829)","subtract(34619, 25829), divide(#0, 25829)"
C/2015/page_96.pdf-3,"Chênh lệch về dòng tiền ròng ra, tính bằng tỷ, từ ngày 31 tháng 12 năm 2014 đến ngày 31 tháng 12 năm 2015 là bao nhiêu?","subtract(336.5, 368.6)",-32.1,"subtract(368.6, 336.5)","subtract(368.6, 336.5)"
IP/2006/page_31.pdf-1,Tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard là bao nhiêu?,"divide(955, 4925)",0.19391,"divide(4925, 955), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","divide(multiply(4925, 100), 955)"
ANSS/2012/page_93.pdf-4,"tổng số tiền phát sinh, tính bằng triệu, từ chi phí thuê văn phòng điều hành của công ty trong giai đoạn 2010-2012 là bao nhiêu?","multiply(1.3, 3)",3.9,"add(1300, 1300), add(#0, 1300)
```

Vì các giá trị đã được cho dưới dạng triệu đô la, kết quả sẽ cũng là triệu đô la.

```plaintext","add(1300, 1300), add(#0, 1300)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA7,Giá trị cổ phiếu tính theo phương pháp P/B  cao hơn bao nhiêu so với giá trị tính theo phương pháp P/E ?,"subtract(16404, 11963)",4441.0,"subtract(16404, 11963)
```

The answer is:

```plaintext","subtract(16404, 11963)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA9,Tăng trưởng lợi nhuận của ngành Bất động sản cao hơn bao nhiêu so với tăng trưởng lợi nhuận của VN-Index?,"subtract(23.83, 23.13)",0.7,"subtract(23.83, 23.13)","subtract(23.83, 23.13)"
LMT/2012/page_73.pdf-4,Tỷ lệ thay đổi phần trăm trong số lượng cổ phiếu phổ thông bình quân gia quyền dùng cho tính toán cơ bản từ năm 2011 đến 2012 là bao nhiêu?,"subtract(323.7, 335.9), divide(#0, 335.9)",-0.03632,"subtract(323.7, 335.9), divide(#0, 335.9), multiply(#0, 100)","subtract(323.7, 335.9), divide(#0, 335.9), multiply(#0, 100)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA1,Lãi ròng cao nhất trong giai đoạn từ năm 2016 đến năm 2021(F) là bao nhiêu (tỷ đồng)?,"table_max(Lãi ròng, none)",458.0,"table_max(Lãi ròng, none)","table_max(Lãi ròng, none)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB3,Tính tỷ lệ phần trăm tăng trưởng thu nhập lãi thuần quý 3 năm 2020 so với quý 3 năm 2019.,"subtract(9151, 8754), divide(#0, 8754)",0.04535,"subtract(9151, 8754), divide(#0, 8754)
```

Kết quả sẽ là:

```plaintext","subtract(9151, 8754), divide(#0, 8754)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA2,tỷ lệ p/b trung bình từ năm 2015 đến năm 2020 là bao nhiêu?,"table_average(P/B (x), none)",1.13333,"table_average(P/B (x), none)",...
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA5,Tổng giá trị hiện tại thuần của ba dự án có giá trị cao nhất là bao nhiêu triệu đồng?,"add(894791, 869758), add(#0, 362344)",2126893.0,"add(894791, 869758), add(#0, 335966)","add(894791, 869758), add(#0, 362344)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA8,lợi nhuận sau thuế (lnst) cao nhất được ghi nhận trong giai đoạn từ 2015 đến 2020 là bao nhiêu tỷ đồng?,"table_max(LNST (VNDbn), none)",522.0,"**
```plaintext
table_max(LNST (VNDbn), none)
```

**","table_max(LNST (VNDbn), none)"
MRO/2003/page_45.pdf-2,Tổng doanh số bán các sản phẩm chưng cất tính bằng triệu đô la trong giai đoạn ba năm là bao nhiêu?,"table_sum(sản phẩm chưng cất, none)",1056.0,"add(345, 346), add(#0, 365), multiply(#0, 365), multiply(#0, 3), divide(#0, 1000)","add(345, 346), add(#0, 365), multiply(#0, 365), multiply(#0, 3), divide(#0, 1000)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA9,Tính tổng doanh thu của DHC từ năm 2015 đến 2018 (tỷ đồng).,"add(640, 668), add(#0, 810), add(#1, 927)",3045.0,"add(640, 668), add(#0, 810), add(#0, 927)","add(640, 668), add(#0, 810), add(#0, 927)"
APD/2016/page_40.pdf-1,Mức tăng trong biên lợi nhuận hoạt động quan sát được trong năm 2015 và 2016 là bao nhiêu?,"subtract(26.8%, 21.9%)",0.049,"subtract(26.8, 21.9), divide(#0, 21.9)","subtract(26.8, 21.9), divide(#0, 21.9)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA4,Tổng doanh thu dự kiến tính bằng tỷ đồng từ mảng hạ sốt – giảm đau và mảng kháng sinh trong năm tài chính 2021 là bao nhiêu?,"add(987, 1490)",2477.0,"add(987, 1490)","add(987, 1490)"
DVN/2018/page_35.pdf-3,tỷ lệ phần trăm tăng chi phí tổng cộng từ năm 2017 đến 2018 là bao nhiêu?,"subtract(156, 15), divide(#0, 15)",9.4,"subtract(156, 15), divide(#0, 15)
```

Kết quả sẽ là:
```plaintext","subtract(156, 15), divide(#0, 15)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB2,Lợi nhuận sau thuế năm 2019 tăng trưởng so với năm 2018 là bao nhiêu phần trăm?,"subtract(349, 294), divide(#0, 294)",0.18707,"subtract(349, 294), divide(#0, 294)","subtract(349, 294), divide(#0, 294)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA5,Tính tỷ lệ P/E trung bình trong giai đoạn 2015-2019.,"add(14.8, 18.3), add(#0, 20.9), add(#1, 16.1), add(#2, 9.8), divide(#3, 5)",15.98,"table_average(P/E (x), none)","table_average(P/E (x), none)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA4,Lợi nhuận hoạt động kinh doanh (LNHĐKD) cao nhất trong giai đoạn từ năm 2015 đến 2020(F) là bao nhiêu?,"table_max(LNHĐKD, none)",11191.0,"table_max(LNHĐKD, none)","table_max(LNHĐKD, none)"
C/2008/page_44.pdf-2,tỷ lệ phần trăm thay đổi doanh thu không lãi suất từ năm 2007 đến 2008 là bao nhiêu?,"subtract(438, -291), divide(#0, 291)",2.50515,"subtract(438, -291), divide(#0, -291)
```

Kết quả sẽ là:
```plaintext","subtract(438, -291), divide(#0, -291)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA2,Lợi nhuận sau thuế thấp nhất trong giai đoạn 2015-2019F là bao nhiêu (tỷ VND)?,"table_min(LNST (VNDbn), none)",1075.0,"table_min(LNST (VNDbn), none)",...
TFX/2017/page_78.pdf-2,Phần nào trong tổng số chứng khoán được cổ đông phê duyệt vẫn còn sẵn có để phát hành trong tương lai?,"add(1708928, 3629455), divide(3629455, #0)",0.67988,"divide(3629455, 1708928)","divide(3629455, 1708928)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB10,Tính tổng doanh thu dự kiến năm 2020 và 2021 của mảng kháng sinh theo dự phóng.,"add(1506, 1490)",2996.0,"add(1506, 1490)","add(1506, 1490)"
ZBH/2007/page_67.pdf-2,Tỷ lệ phần trăm thay đổi trong tổng chi phí tích hợp mua lại và các chi phí khác từ năm 2006 đến 2007 là bao nhiêu?,"subtract(25.2, 6.1), divide(#0, 6.1)",3.13115,"subtract(25.2, 6.1), divide(#0, 6.1)
```

Kết quả sẽ là:

```plaintext","subtract(25.2, 6.1), divide(#0, 6.1)"
DVN/2015/page_79.pdf-2,"Tính theo năm, thời hạn hợp đồng trung bình cho các năm 2013, 2014, 2015 là bao nhiêu?","add(2.89, 2.89), add(#0, 3), divide(#1, 3)",2.92667,"table_average(thời hạn hợp đồng (năm), none)",...
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA1,Doanh thu từ lĩnh vực điện năng trong năm 2019 là bao nhiêu (tỷ VND)?,"multiply(4929, 0.631)",3110.199,"\[ \text{multiply}(4929, 0.631) \","multiply(4929, 0.631)"
masvn/2021/2021185-CRE_Q3Update_Buy_MAS_20211216_VN-N/page_7_QB6,Tính giá mục tiêu trung bình dựa trên kết quả kèm tỷ trọng của FCFF và FCFE.,"add(27345, 28032), divide(#0, 2)",27688.5,"add(27345, 28032)
```

Kết quả là:
```plaintext",...
AES/2002/page_128.pdf-2,Mức giảm chi phí thuê (triệu) cho các hợp đồng thuê hoạt động trong các hoạt động tiếp diễn từ năm 2003 đến năm 2003 là bao nhiêu?,"subtract(31, 30)",1.0,"subtract(30, 4)","subtract(30, 4)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA7,tính tổng eps của ppc trong 4 năm từ 2016 đến 2019.,"table_sum(EPS, none)",11790.0,"add(1724, 2680), add(#0, 3501), add(#0, 3885)","add(1724, 2680), add(#0, 3501), add(#0, 3885)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB4,EPS (thu nhập trên mỗi cổ phiếu) giảm bao nhiêu từ năm 2018 đến năm 2019?,"subtract(4864, 5327)",-463.0,"subtract(5327, 4864)","subtract(5327, 4864)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA2,Tỷ lệ P/E thấp nhất được ghi nhận trong giai đoạn từ năm tài chính 2018 đến 2022 là bao nhiêu?,"table_min(P/E (x), none)",14.3,"table_min(P/E (x), none)","table_min(P/E (x), none)"
ETR/2016/page_150.pdf-2,"Liên quan đến trái phiếu chứng khoán hóa Texas, tổng số tiền phát hành (triệu) là bao nhiêu khi tính cả chi phí giao dịch và lợi ích thuế thu nhập hoãn lại liên quan?","add(353, 6), subtract(#0, 32)",327.0,"add(329500, 6), subtract(#0, 32)","add(329500, 6), subtract(#0, 32)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB3,Tính tỷ lệ tăng trưởng doanh thu từ năm 2018 đến năm 2019 dựa trên bảng dữ liệu.,"subtract(3252, 2856), divide(#0, 2856)",0.13866,"subtract(3252, 2856), divide(#0, 2856)
```

Kết quả sẽ là:

```plaintext","subtract(3252, 2856), divide(#0, 2856)"
ILMN/2003/page_58.pdf-3,Sự khác biệt về phần trăm lợi tức tích lũy tổng cộng của cổ phiếu phổ thông Illumina Inc. so với chỉ số dược phẩm Nasdaq trong bốn năm kết thúc năm 2003 là bao nhiêu?,"subtract(43.81, 100), divide(#0, 100), subtract(74.57, 100), divide(#2, 100), subtract(#0, #2)",-30.76,"subtract(43.81, 74.57)","subtract(43.81, 74.57)"
HWM/2018/page_96.pdf-1,"Xét theo giá thực hiện trung bình của các quyền chọn, giá trị ước tính tổng cộng của các quyền chọn cổ phiếu trong năm 2018 là bao nhiêu, tính bằng triệu đô la?","multiply(9, 26.79)",241.11,"```plaintext
multiply(9, 26.79)","multiply(9, 26.79)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA6,lợi nhuận sau thuế năm 2019 so với trong bảng chênh lệch bao nhiêu (tỷ đồng)?,"subtract(182, 181)",1.0,"subtract(182, 181)","subtract(182, 181)"
FIS/2016/page_9.pdf-3,Phần trăm doanh thu hợp nhất tổng cộng trong năm 2016 thuộc phân khúc GFS là bao nhiêu?,"divide(4250, 9241)",0.45991,"divide(4250, 9241), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","divide(4250, 9241)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB8,"Tính doanh thu dự báo năm 2020 so với năm 2019, tăng bao nhiêu phần trăm?","subtract(2147, 1430), divide(#0, 1430)",0.5014,"subtract(2147, 1430), divide(#0, 1430)","subtract(2147, 1430), divide(#0, 1430)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA2,"Tổng diện tích đất (ha) sẵn sàng cho thuê từ các khu công nghiệp Phú Mỹ II, Phú Mỹ mở rộng và Quế Võ II là bao nhiêu?","add(95, 264), add(#0, 136)",495.0,"add(95, 264), add(#0, 136)","add(95, 264), add(#0, 136)"
AMT/2008/page_94.pdf-1,"tính đến ngày 31 tháng 12 năm 2008, tỷ lệ phần trăm các khoản đáo hạn năm 2012 trong tổng giá trị ghi sổ của nợ dài hạn, bao gồm cả thuê tài chính, là bao nhiêu?","divide(1962822, 4333146)",0.45298,"divide(1962822, 4333146)",...
