id,question,gold_program,gold_answer,program_step1,program_step2
masvn/2021/2021132-VNREE_Updatereport_Hold_MAS_10042021/page_10_QB5,Tính phần trăm chênh lệch giữa giá khuyến nghị và giá trị hợp lý theo phương pháp DCF (FCFF).,"subtract(72474, 74300), divide(#0, 74300)",-0.02458,,
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA1,doanh thu cao nhất (tỷ VNĐ) được ghi nhận trong giai đoạn từ 12/15 đến 12/19F là bao nhiêu?,"table_max(Doanh thu (VNDbn), none)",1781.0,,"divide(892, 18600)"
CME/2010/page_123.pdf-2,"Giả sử tất cả các quyền chọn trong các kế hoạch bồi thường được cổ đông phê duyệt đều được thực hiện, thì số tiền thu được được coi là bao nhiêu đối với công ty?","multiply(1211143, 308.10)",373153158.3,,"divide(892, 18600)"
masvn/2020/2020169-VHMQ32020/page_1_QB5,ROE (%) giảm bao nhiêu phần trăm từ năm 2017 đến 2021?,"subtract(28.8, 31.0), divide(#0, 31.0)",-0.07097,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB3,Tỷ lệ LNHĐKD (%) của HPG trong năm 2020 dự kiến giảm so với năm 2019 là bao nhiêu phần trăm ?,"subtract(14.1, 15.3), divide(#0, 15.3)",-0.07843,,
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA5,"Dựa trên doanh thu dự báo và biên lợi nhuận gộp chung cho năm 2020, lợi nhuận gộp ước tính là bao nhiêu tỷ đồng?","multiply(5977, 0.236)",1410.572,,"divide(892, 18600)"
L/2009/page_84.pdf-3,tốc độ tăng trưởng của chỉ số s&p 500 từ ngày 31 tháng 12 năm 2004 đến năm 2007 là bao nhiêu?,"divide(128.16, 100)",1.2816,,"divide(892, 18600)"
PNC/2012/page_100.pdf-1,"đối với các yêu cầu bồi thường và mua lại chưa được giải quyết liên quan đến vốn chủ sở hữu nhà ở tính bằng triệu đô la, sự thay đổi giữa ngày 31 tháng 12 năm 2012 và ngày 31 tháng 12 năm 2011 là gì?","subtract(74, 110)",-36.0,,"divide(892, 18600)"
FIS/2016/page_31.pdf-2,"Sự khác biệt về tỷ lệ phần trăm lợi tức cổ đông tích lũy 5 năm trên cổ phiếu phổ thông của Fidelity National Information Services, Inc. so với chỉ số S&P 500 trong kỳ kết thúc ngày 16/12 là bao nhiêu?","subtract(198.18, 100), divide(#0, 100), subtract(311.81, 100), divide(#2, 100), subtract(#3, #1)",1.1363,,"divide(892, 18600)"
GS/2012/page_121.pdf-2,Tỷ lệ thay đổi phần trăm trong tổng các khoản nợ tài chính theo giá trị hợp lý trong năm 2012 là bao nhiêu?,"subtract(377677, 388669), divide(#0, 388669)",-0.02828,,"divide(892, 18600)"
RSG/2018/page_135.pdf-1,"Dựa trên mục tiêu ngày 31 tháng 12 năm 2018, tỷ lệ nợ trên vốn chủ sở hữu là bao nhiêu?","divide(82, 18)",4.55556,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA5,Quỹ đất tiềm năng của BCM trong năm 2021 lớn hơn bao nhiêu ha so với quỹ đất công nghiệp sẵn sàng cho thuê hiện tại?,"subtract(1575, 710)",865.0,,.....
JPM/2008/page_87.pdf-1,"Tính đến ngày 31 tháng 12 năm 2008, tỷ lệ phần trăm công suất mua lại được ủy quyền còn lại trong chương trình mua lại cổ phiếu hiện tại là bao nhiêu?","divide(6.2, 10)",0.62,,
masvn/2020/2020169-VHMQ32020/page_1_QB6,P/E mục tiêu năm 2020 sang 2021  giảm bao nhiêu lần?,"divide(13.3, 11.5)",1.15652,,"divide(892, 18600)"
SLB/2015/page_59.pdf-1,Phần trăm cổ phiếu theo chương trình mua lại cổ phiếu mới này tính đến ngày 31 tháng 12 năm 2015 là bao nhiêu?,"divide(8.6, 10)",0.86,,.....
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB6,P/E forward năm 2021 so với năm 2020 giảm bao nhiêu?,"subtract(6.1, 4.5)",1.6,,"divide(892, 18600)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA4,hãy tính toán tốc độ tăng trưởng của lợi nhuận sau thuế trong quý 3 năm 2020 so với cùng kỳ năm trước.,"subtract(2108, 1814), divide(#0, 1814)",0.16207,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA6,Mức thay đổi của Lợi nhuận từ hoạt động kinh doanh (LNHĐKD) từ năm 2018 đến năm 2019 là bao nhiêu?,"subtract(412, 361)",51.0,,
ETFC/2012/page_43.pdf-3,Tổn thất giảm giá ròng giảm từ năm 2011 đến 2012 là bao nhiêu phần trăm?,"subtract(-16.9, -14.9), divide(2, 14.9)",0.13423,,"divide(892, 18600)"
CMCSA/2008/page_36.pdf-1,Hạ tầng có thể mở rộng chiếm bao nhiêu phần trăm trong chi phí vốn phát sinh của phân khúc cáp trong năm 2007?,"divide(1014, 5993)",0.1692,,"divide(892, 18600)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB8,Tính mức tăng của giá trị sổ sách trên cổ phần từ năm 2019 đến dự báo năm 2022 (đồng).,"subtract(34619, 21785)",12834.0,,
C/2015/page_96.pdf-3,"Chênh lệch về dòng tiền ròng ra, tính bằng tỷ, từ ngày 31 tháng 12 năm 2014 đến ngày 31 tháng 12 năm 2015 là bao nhiêu?","subtract(336.5, 368.6)",-32.1,,"divide(892, 18600)"
IP/2006/page_31.pdf-1,Tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard là bao nhiêu?,"divide(955, 4925)",0.19391,,"divide(892, 18600)"
ANSS/2012/page_93.pdf-4,"tổng số tiền phát sinh, tính bằng triệu, từ chi phí thuê văn phòng điều hành của công ty trong giai đoạn 2010-2012 là bao nhiêu?","multiply(1.3, 3)",3.9,,
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA7,Giá trị cổ phiếu tính theo phương pháp P/B  cao hơn bao nhiêu so với giá trị tính theo phương pháp P/E ?,"subtract(16404, 11963)",4441.0,,
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA9,Tăng trưởng lợi nhuận của ngành Bất động sản cao hơn bao nhiêu so với tăng trưởng lợi nhuận của VN-Index?,"subtract(23.83, 23.13)",0.7,,
LMT/2012/page_73.pdf-4,Tỷ lệ thay đổi phần trăm trong số lượng cổ phiếu phổ thông bình quân gia quyền dùng cho tính toán cơ bản từ năm 2011 đến 2012 là bao nhiêu?,"subtract(323.7, 335.9), divide(#0, 335.9)",-0.03632,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA1,Lãi ròng cao nhất trong giai đoạn từ năm 2016 đến năm 2021(F) là bao nhiêu (tỷ đồng)?,"table_max(Lãi ròng, none)",458.0,,"divide(892, 18600)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB3,Tính tỷ lệ phần trăm tăng trưởng thu nhập lãi thuần quý 3 năm 2020 so với quý 3 năm 2019.,"subtract(9151, 8754), divide(#0, 8754)",0.04535,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA2,tỷ lệ p/b trung bình từ năm 2015 đến năm 2020 là bao nhiêu?,"table_average(P/B (x), none)",1.13333,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA5,Tổng giá trị hiện tại thuần của ba dự án có giá trị cao nhất là bao nhiêu triệu đồng?,"add(894791, 869758), add(#0, 362344)",2126893.0,,"multiply(18.6, 1000), divide(892, #0)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA8,lợi nhuận sau thuế (lnst) cao nhất được ghi nhận trong giai đoạn từ 2015 đến 2020 là bao nhiêu tỷ đồng?,"table_max(LNST (VNDbn), none)",522.0,,
MRO/2003/page_45.pdf-2,Tổng doanh số bán các sản phẩm chưng cất tính bằng triệu đô la trong giai đoạn ba năm là bao nhiêu?,"table_sum(sản phẩm chưng cất, none)",1056.0,,
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA9,Tính tổng doanh thu của DHC từ năm 2015 đến 2018 (tỷ đồng).,"add(640, 668), add(#0, 810), add(#1, 927)",3045.0,,
APD/2016/page_40.pdf-1,Mức tăng trong biên lợi nhuận hoạt động quan sát được trong năm 2015 và 2016 là bao nhiêu?,"subtract(26.8%, 21.9%)",0.049,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA4,Tổng doanh thu dự kiến tính bằng tỷ đồng từ mảng hạ sốt – giảm đau và mảng kháng sinh trong năm tài chính 2021 là bao nhiêu?,"add(987, 1490)",2477.0,,"divide(892, 18600)"
DVN/2018/page_35.pdf-3,tỷ lệ phần trăm tăng chi phí tổng cộng từ năm 2017 đến 2018 là bao nhiêu?,"subtract(156, 15), divide(#0, 15)",9.4,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB2,Lợi nhuận sau thuế năm 2019 tăng trưởng so với năm 2018 là bao nhiêu phần trăm?,"subtract(349, 294), divide(#0, 294)",0.18707,,.....
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA5,Tính tỷ lệ P/E trung bình trong giai đoạn 2015-2019.,"add(14.8, 18.3), add(#0, 20.9), add(#1, 16.1), add(#2, 9.8), divide(#3, 5)",15.98,,
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA4,Lợi nhuận hoạt động kinh doanh (LNHĐKD) cao nhất trong giai đoạn từ năm 2015 đến 2020(F) là bao nhiêu?,"table_max(LNHĐKD, none)",11191.0,,"divide(892, 18600)"
C/2008/page_44.pdf-2,tỷ lệ phần trăm thay đổi doanh thu không lãi suất từ năm 2007 đến 2008 là bao nhiêu?,"subtract(438, -291), divide(#0, 291)",2.50515,,"divide(892, 18600)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA2,Lợi nhuận sau thuế thấp nhất trong giai đoạn 2015-2019F là bao nhiêu (tỷ VND)?,"table_min(LNST (VNDbn), none)",1075.0,,"divide(892, 18600)"
TFX/2017/page_78.pdf-2,Phần nào trong tổng số chứng khoán được cổ đông phê duyệt vẫn còn sẵn có để phát hành trong tương lai?,"add(1708928, 3629455), divide(3629455, #0)",0.67988,,
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB10,Tính tổng doanh thu dự kiến năm 2020 và 2021 của mảng kháng sinh theo dự phóng.,"add(1506, 1490)",2996.0,,
ZBH/2007/page_67.pdf-2,Tỷ lệ phần trăm thay đổi trong tổng chi phí tích hợp mua lại và các chi phí khác từ năm 2006 đến 2007 là bao nhiêu?,"subtract(25.2, 6.1), divide(#0, 6.1)",3.13115,,"divide(892, 18600)"
DVN/2015/page_79.pdf-2,"Tính theo năm, thời hạn hợp đồng trung bình cho các năm 2013, 2014, 2015 là bao nhiêu?","add(2.89, 2.89), add(#0, 3), divide(#1, 3)",2.92667,,
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA1,Doanh thu từ lĩnh vực điện năng trong năm 2019 là bao nhiêu (tỷ VND)?,"multiply(4929, 0.631)",3110.199,,"divide(892, 18600)"
masvn/2021/2021185-CRE_Q3Update_Buy_MAS_20211216_VN-N/page_7_QB6,Tính giá mục tiêu trung bình dựa trên kết quả kèm tỷ trọng của FCFF và FCFE.,"add(27345, 28032), divide(#0, 2)",27688.5,,
AES/2002/page_128.pdf-2,Mức giảm chi phí thuê (triệu) cho các hợp đồng thuê hoạt động trong các hoạt động tiếp diễn từ năm 2003 đến năm 2003 là bao nhiêu?,"subtract(31, 30)",1.0,,
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA7,tính tổng eps của ppc trong 4 năm từ 2016 đến 2019.,"table_sum(EPS, none)",11790.0,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB4,EPS (thu nhập trên mỗi cổ phiếu) giảm bao nhiêu từ năm 2018 đến năm 2019?,"subtract(4864, 5327)",-463.0,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA2,Tỷ lệ P/E thấp nhất được ghi nhận trong giai đoạn từ năm tài chính 2018 đến 2022 là bao nhiêu?,"table_min(P/E (x), none)",14.3,,"divide(892, 18600)"
ETR/2016/page_150.pdf-2,"Liên quan đến trái phiếu chứng khoán hóa Texas, tổng số tiền phát hành (triệu) là bao nhiêu khi tính cả chi phí giao dịch và lợi ích thuế thu nhập hoãn lại liên quan?","add(353, 6), subtract(#0, 32)",327.0,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB3,Tính tỷ lệ tăng trưởng doanh thu từ năm 2018 đến năm 2019 dựa trên bảng dữ liệu.,"subtract(3252, 2856), divide(#0, 2856)",0.13866,,.....
ILMN/2003/page_58.pdf-3,Sự khác biệt về phần trăm lợi tức tích lũy tổng cộng của cổ phiếu phổ thông Illumina Inc. so với chỉ số dược phẩm Nasdaq trong bốn năm kết thúc năm 2003 là bao nhiêu?,"subtract(43.81, 100), divide(#0, 100), subtract(74.57, 100), divide(#2, 100), subtract(#0, #2)",-30.76,,"divide(892, 18600)"
HWM/2018/page_96.pdf-1,"Xét theo giá thực hiện trung bình của các quyền chọn, giá trị ước tính tổng cộng của các quyền chọn cổ phiếu trong năm 2018 là bao nhiêu, tính bằng triệu đô la?","multiply(9, 26.79)",241.11,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA6,lợi nhuận sau thuế năm 2019 so với trong bảng chênh lệch bao nhiêu (tỷ đồng)?,"subtract(182, 181)",1.0,,
FIS/2016/page_9.pdf-3,Phần trăm doanh thu hợp nhất tổng cộng trong năm 2016 thuộc phân khúc GFS là bao nhiêu?,"divide(4250, 9241)",0.45991,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB8,"Tính doanh thu dự báo năm 2020 so với năm 2019, tăng bao nhiêu phần trăm?","subtract(2147, 1430), divide(#0, 1430)",0.5014,,
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA2,"Tổng diện tích đất (ha) sẵn sàng cho thuê từ các khu công nghiệp Phú Mỹ II, Phú Mỹ mở rộng và Quế Võ II là bao nhiêu?","add(95, 264), add(#0, 136)",495.0,,.....
AMT/2008/page_94.pdf-1,"tính đến ngày 31 tháng 12 năm 2008, tỷ lệ phần trăm các khoản đáo hạn năm 2012 trong tổng giá trị ghi sổ của nợ dài hạn, bao gồm cả thuê tài chính, là bao nhiêu?","divide(1962822, 4333146)",0.45298,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA8,Doanh thu dự kiến từ dự án DQSC chiếm bao nhiêu phần trăm trong tổng doanh thu dự phóng của năm 2020?,"divide(26400, 95362)",0.27684,,"divide(892, 18600)"
PKG/2013/page_88.pdf-1,"Tính đến ngày 31 tháng 12 năm 2013, tỷ lệ của các kế hoạch bồi thường cổ phần được phê duyệt bởi các cổ đông còn lại chưa phát hành so với số lượng sẽ phát hành khi thực hiện quyền của các cổ phiếu đang lưu hành là bao nhiêu?","divide(2140954, 151945)",14.09032,,
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB4,Tính tỷ lệ tăng trưởng lợi nhuận sau thuế từ năm 2019 đến dự báo năm 2020 (tỷ đồng).,"subtract(19296, 18511), divide(#0, 18511)",0.04241,,
L/2009/page_84.pdf-1,Tỷ lệ tăng trưởng của cổ phiếu phổ thông Loews từ ngày 31 tháng 12 năm 2004 đến năm 2009 là bao nhiêu?,"divide(160.62, 100)",1.6062,,"divide(892, 18600)"
GS/2013/page_149.pdf-3,"Tính bằng triệu đô la cho năm 2013 và 2012, mức nợ ròng tối đa từ các hợp đồng phái sinh theo thỏa thuận song phương là bao nhiêu?","table_max(nợ phái sinh ròng theo các thỏa thuận song phương, none)",27885.0,,
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA5,Tính tổng doanh thu từ năm 2015 đến 2019.,"add(27453, 33283), add(#0, 46162), add(#1, 55836), add(#2, 63658)",226392.0,,
IPG/2017/page_92.pdf-2,Tỷ lệ phần trăm giảm trong tổng các khoản thanh toán mua lại có điều kiện từ năm 2018 đến 2019 là bao nhiêu?,"subtract(53.9, 79.0), divide(#0, 79.0)",-0.31772,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB6,Dự phóng sản lượng thép xây dựng trong năm 2020 tăng bao nhiêu phần trăm so với năm 2019?,"subtract(3.7, 2.8), divide(#0, 2.8)",0.32143,,"divide(892, 18600)"
UNP/2011/page_33.pdf-3,Sự thay đổi về triệu đô la của vốn chủ sở hữu bình quân từ năm 2010 đến 2011 là bao nhiêu?,"subtract(18171, 17282)",889.0,,"divide(892, 18600)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB9,chi phí tăng thêm 15 tỷ đồng chiếm bao nhiêu phần trăm lợi nhuận trước thuế 1H19?,"divide(15, 345.6)",0.0434,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB10,Tỷ trọng cho vay phân khúc cá nhân trong tổng dư nợ đã tăng từ mức nào năm 2012 lên mức nào năm 2018?,"subtract(37.7, 12.3)",25.4,,
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA3,Tính doanh thu dự kiến từ HRC trong năm 2020 theo tỷ đồng?,"multiply(12, 1000000), multiply(750000, #0), divide(#1, 1000000000)",9000.0,,
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA1,Lợi nhuận hoạt động kinh doanh (HĐKD) trung bình tính bằng tỷ đồng từ năm tài chính 2018 đến 2022 là bao nhiêu?,"table_average(Lợi nhuận HĐKD ( tỷ đồng), none)",755.8,,"divide(892, 18600)"
ABMD/2008/page_86.pdf-3,Tỷ lệ thay đổi phần trăm trong số dư lợi ích thuế chưa được công nhận từ 2007 đến 2008 là bao nhiêu?,"subtract(168, 224), divide(#0, 224)",-0.25,,"divide(892, 18600)"
GS/2018/page_78.pdf-1,"Tính bằng tỷ đô la cho các năm 2018, 2017 và 2016, khoản đầu tư thay thế thấp nhất là bao nhiêu?","table_min(đầu tư thay thế, none)",149.0,,
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QB2,Tính tỷ lệ phần trăm thay đổi doanh thu từ năm 2016 đến 2017.,"subtract(29710, 28212), divide(#0, 28212)",0.0531,,
HII/2015/page_121.pdf-2,Biên lợi nhuận ròng trong quý 3 năm 2014 là bao nhiêu?,"divide(96, 1717)",0.05591,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA7,Chênh lệch giữa EPS dự báo năm 2020 và EPS năm 2018 là bao nhiêu (VND)?,"subtract(2512, 2045)",467.0,,"divide(892, 18600)"
UNP/2018/page_74.pdf-2,Tỷ lệ tăng trưởng dự kiến cho các khoản thanh toán thuê tài chính từ năm 2019 đến 2020 là bao nhiêu?,"subtract(155, 148), divide(#0, 148)",0.0473,,"divide(892, 18600)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB3,Tính tỷ lệ tăng trưởng thu nhập lãi thuần từ năm 2019 đến dự báo năm 2020 (tỷ đồng).,"subtract(38207, 34732), divide(#0, 34732)",0.10005,,
DISCA/2014/page_64.pdf-1,Tỷ lệ lợi tức cổ đông tích lũy trên cổ phiếu phổ thông của DISCA trong giai đoạn năm năm kết thúc ngày 31 tháng 12 năm 2014 là bao nhiêu phần trăm?,"subtract(224.65, 100), divide(#0, 100)",1.2465,,
MRO/2003/page_45.pdf-3,Tăng trưởng sản lượng xăng dầu của MAP trong 3 năm là bao nhiêu?,"subtract(776, 748), divide(#0, 748)",0.03743,,
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA6,"Tính trung bình tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) của BCM trong giai đoạn 2018-2020, sử dụng số liệu dự báo cho năm 2020.","table_average(ROE (%), none)",17.36667,,
PNC/2015/page_93.pdf-1,"đối với các sản phẩm chỉ trả lãi, tỷ lệ phần trăm tổng số đến hạn vào năm 2020 và các năm sau là bao nhiêu?","divide(3321, 8124)",0.40879,,"divide(892, 18600)"
CB/2010/page_103.pdf-1,Tỷ lệ thay đổi phần trăm trong số dư đầu tư ngắn hạn năm 2010 là bao nhiêu?,"subtract(1983, 1667), divide(#0, 1667)",0.18956,,"divide(892, 18600)"
GS/2014/page_165.pdf-3,"Tính bằng triệu đô la cho các năm 2014 và 2013, sự thay đổi trong khoản phải trả về tiền lương và phúc lợi là bao nhiêu?","subtract(8368, 7874)",494.0,,
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA2,Lợi nhuận ròng thấp nhất từ năm 2015 đến năm 2020 (dự báo) là bao nhiêu?,"table_min(Lãi ròng, none)",188.0,,"divide(892, 18600)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA7,Tỷ lệ thu nhập lãi cận biên (NIM) thấp nhất trong tất cả các quý được liệt kê là bao nhiêu?,"table_min(Tỷ lệ thu nhập lãi cận biên (NIM)*, none)",2.0,,"divide(892, 18600)"
SNA/2007/page_49.pdf-4,tỷ lệ phần trăm thay đổi trong cổ tức tiền mặt trả trên mỗi cổ phiếu phổ thông từ năm 2006 đến năm 2007 là bao nhiêu?,"add(1.11, 1.08), divide(#0, 1.08)",2.02778,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA2,Tổng nợ của BCM tính đến cuối quý 3/2020 (30 nghìn tỷ đồng) gấp bao nhiêu lần doanh thu dự báo cho năm 2020?,"divide(30000, 7162)",4.18877,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA3,biên lợi nhuận sau thuế (lnst / doanh thu) năm 2019 là bao nhiêu?,"divide(391, 2115)",0.18487,,"divide(892, 18600)"
PNC/2012/page_100.pdf-2,"Đối với các yêu cầu bồi thường và mua lại chưa giải quyết liên quan đến vốn chủ sở hữu nhà ở, số dư trung bình vào ngày 31 tháng 12 năm 2012 và ngày 31 tháng 12 năm 2011 là bao nhiêu, tính bằng triệu?","add(74, 110), divide(#0, 2)",92.0,,"divide(892, 18600)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA5,"Dựa trên doanh thu và lãi gộp, biên lãi gộp của năm 2017 là bao nhiêu?","divide(4107, 29710)",0.13824,,"divide(892, 18600)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA1,tính tổng doanh thu của tgdđ và dmx trong quý 1 năm 2019.,"add(8756, 14510)",23266.0,,
PNC/2015/page_93.pdf-2,"Đối với các sản phẩm gốc và lãi, tỷ lệ phần trăm của tổng số đến hạn vào năm 2020 và sau đó là bao nhiêu?","divide(5758, 7975)",0.72201,,"divide(892, 18600)"
AAL/2013/page_172.pdf-4,phần nào trong tổng nghĩa vụ giải quyết phá sản liên quan đến nghĩa vụ vốn cổ phần một lần?,"divide(1246, 5424)",0.22972,,"divide(892, 18600)"
GIS/2017/page_31.pdf-3,Tổng các nghĩa vụ ngoài bảng cân đối kế toán là bao nhiêu (tính theo triệu)?,"add(505, 165)",670.0,,"add(12067.3, 3112.0), add(#0, 3437.5), add(#0, 1934.1), add(#0, 3583.7), add(#0, 1372.7)"
GPN/2013/page_87.pdf-4,Tổng số lượng các khoản trợ cấp bị mất quyền là bao nhiêu?,"add(79, 91)",170.0,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB9,Tổng doanh thu 3 dự án trong quý 4/2020 dự kiến đóng góp bao nhiêu tỷ đồng vào doanh thu năm 2020?,"add(900, 1000), divide(#0, 2)",950.0,,"divide(892, 18600)"
IPG/2006/page_77.pdf-4,tỷ lệ tăng nợ dài hạn của các trái phiếu lãi suất thả nổi đáo hạn năm 2010 là bao nhiêu phần trăm?,"subtract(500.0, 240.9), divide(#0, 240.9)",1.07555,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA7,Giá nguyên liệu OCC đã tăng từ 73 USD/tấn lên 107 USD/tấn. Mức tăng tuyệt đối là bao nhiêu USD/tấn?,"subtract(107, 73)",34.0,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB4,Giá trị cổ phiếu của công ty là bao nhiêu đồng?,"table_sum(Giá trị cổ phiếu (VND), none)",33255.0,,"divide(892, 18600)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB7,Giá trị P/E cao nhất trong các năm từ 2015 đến 2019F là bao nhiêu?,"table_max(P/E (x), none)",26.15,,"divide(892, 18600)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA8,hãy tính biên LNST cho năm tài chính 2018?,"divide(309, 1675)",0.18448,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB5,Tính tỷ lệ phần trăm thay đổi của LNST từ năm 2019 đến năm 2020 dự báo.,"subtract(553, 345), divide(#0, 345)",0.6029,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB4,Tính biên lãi hoạt động trung bình trong giai đoạn 2016 đến 2020 dự báo.,"table_average(Biên lãi hoạt động (%), none)",11.42,,.....
DG/2009/page_77.pdf-1,Tỷ lệ khấu hao hàng năm cho các cải tiến đất đai là bao nhiêu?,"divide(100, 20)",5.0,,"divide(892, 18600)"
ETR/2008/page_442.pdf-1,tổng số đơn vị bị hạn chế dự kiến sẽ được chuyển giao trong những năm tới là bao nhiêu?,"add(8000, 8000), add(#0, 8000)",24000.0,,"divide(892, 18600)"
FIS/2016/page_9.pdf-1,Tỷ lệ tăng trưởng của phân khúc GFS trong năm 2016 là bao nhiêu?,"subtract(4250, 2360), divide(#0, 2360)",0.80085,,"divide(892, 18600)"
MRO/2004/page_125.pdf-2,Tỷ lệ giảm chi phí phát triển trong năm 2004 là bao nhiêu?,"subtract(711, 802), divide(#0, 802)",-0.11347,,"divide(892, 18600)"
ANSS/2016/page_47.pdf-1,"Tính đến ngày 31 tháng 12 năm 2016, tỷ lệ phần trăm các nghĩa vụ hợp đồng quan trọng của công ty đối với hợp đồng thuê vận hành trụ sở toàn cầu đáo hạn năm 2016 là bao nhiêu?","divide(40859, 138930)",0.2941,,
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB7,ROE năm 2020 dự báo cao hơn năm 2019 bao nhiêu phần trăm?,"subtract(16, 10), divide(#0, 10)",0.6,,.....
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA1,tổng lượng tiền mặt và các khoản tương đương tiền của ppc vào cuối năm 2019 là bao nhiêu tỷ đồng?,"add(240, 1060)",1300.0,,"divide(892, 18600)"
